1246.738954109686,228.65006031287132,-856.4440162054434,1.0
1247.320022775134,227.92615729913052,-856.708250439919,1.0
1247.6051149384157,227.70491623986084,-856.4594516021637,1.0
1248.1221700142173,227.06415760531286,-856.6133849967366,1.0
1248.3570974335912,226.94175008168833,-856.4174296157539,1.0
1248.9204308742108,226.2232432639844,-856.6664867970771,1.0
1249.184720195744,226.01102211843335,-856.3948650964853,1.0
1249.7947799856106,225.3231244386899,-856.6324886101838,1.0
1250.01306043988,225.21084889521285,-856.4334965238402,1.0
1250.6550102209512,224.44912143042978,-856.734375015255,1.0
1250.9202432328836,224.23700801066212,-856.4727582060048,1.0
1251.5597084924289,223.53221266610393,-856.7262810112368,1.0
1251.778069861413,223.41715730611338,-856.5080206584064,1.0
1252.3008163145596,222.71518444619068,-856.7291435408384,1.0
1252.5295491191287,222.52116442499857,-856.4246972528053,1.0
1253.1262012945958,221.84132557158728,-856.65700181632,1.0
1253.3259482709582,221.72928755638685,-856.409579842355,1.0
1253.9943963990559,220.95171648361554,-856.7458110985804,1.0
1254.520484083659,220.2462057134116,-856.9687558938648,1.0
1254.837270443175,220.06607177767904,-856.6741456798967,1.0
1255.397366425746,219.28093966660964,-856.9765000399748,1.0
1255.7054599278772,219.1744025773466,-856.7814686308917,1.0
1256.385165158058,218.3891289492999,-857.1205191635308,1.0
1256.6981649377963,218.2108965525818,-856.8398389880497,1.0
1257.103845121711,217.50036863159488,-856.9928347763041,1.0
1257.352934984663,217.42476124804745,-856.7525604144996,1.0
1258.0249982480861,216.64051173896058,-857.0763285535533,1.0
1258.281263463155,216.48765299595078,-856.7332595337584,1.0
1258.9411377311058,215.64941006606836,-857.1238269174539,1.0
1259.2101303019756,215.56108885750774,-856.8690184263417,1.0
1259.8781978936904,214.7763839545716,-857.2085608240734,1.0
1260.0951627005898,214.64972068972844,-856.8446285540983,1.0
1260.6295976833512,213.86703922279668,-857.1022000189976,1.0
1261.2501854187572,213.16583294565197,-857.3440713120078,1.0
1261.5311016183039,213.00898790222413,-857.1456482049836,1.0
1262.0697769416936,212.28548188318246,-857.366000241371,1.0
